user_id,movie_title,rating
2,Joy Ride,7.4
2,The Adventurer: The Curse of the Midas Box,8.7
2,Anywhere But Here,9.6
2,Chasing Liberty,1
2,The Crew,8.7
2,Haywire,7.7
2,Jaws: The Revenge,8
2,Marvin's Room,6.9
2,The Longshots,9.5
2,The End of the Affair,3.2
2,Harley Davidson and the Marlboro Man,8.8
2,In the Valley of Elah,6
2,Coco Before Chanel,8.8
2,Cheri,9.8
2,Rogue            ,1.8
3,Vanity Fair,6.5
3,Bodyguards and Assassins,5.6
3,1408,7.4
3,Spaceballs,9.5
3,The Water Diviner,8.9
3,Ghost,4.7
3,There's Something About Mary,5.2
3,The Santa Clause,3.4
3,The Rookie,3
3,The Game Plan,6.5
3,The Bridges of Madison County,9.9
3,The Animal,7
3,Gandhi,7.4
3,The Hundred-Foot Journey,2.7
3,The Net,3.6
3,I Am Sam,8.5
3,Son of God,5.6
3,Underworld,8.7
3,Derailed,6.3
3,The Informant!,1.9
3,Shadowlands,3.6
3,Deuce Bigalow: European Gigolo,5.2
3,Delivery Man,2.3
3,Our Kind of Traitor,8.9
3,Saving Silverman,2.1
3,Diary of a Wimpy Kid: Dog Days,9.1
3,Summer of Sam,4.7
3,Jay and Silent Bob Strike Back,9.8
3,The Island,8.3
3,The Glass House,9.5
3,Josie and the Pussycats,9.4
3,Homefront,2.9
3,The Little Vampire,3.2
3,I Heart Huckabees,3.1
3,RoboCop 3,8.4
3,Megiddo: The Omega Code 2,7.3
3,Darling Lili,7.8
3,Dudley Do-Right,4.7
3,The Transporter Refueled,4.2
3,The Libertine,7.2
3,Black Book,2.6
3,Joyeux Noel,2
3,Hit and Run,8.2
3,Mad Money,7.1
3,Before I Go to Sleep,3.5
3,Sorcerer,1.1
3,Stone,10
3,Moliere,6.1
3,Out of the Furnace,7.1
3,Michael Clayton,5.5
3,My Fellow Americans,9.7
4,Arlington Road,7.4
4,Underdogs,5.3
4,To Rome with Love,3.3
4,Firefox,1.4
4,South Park: Bigger Longer & Uncut,9
4,Teenage Mutant Ninja Turtles III,1.3
4,Hardball,5.3
4,Silver Linings Playbook,8.6
4,Freedom Writers,2
4,For Colored Girls,9.6
4,The Transporter,3.2
4,Never Back Down,8.3
4,The Rage: Carrie 2,6.8
4,The Bachelor            ,7.1
4,Away We Go,3.7
4,Swing Vote,9.3
4,Moonlight Mile,5.7
4,Tinker Tailor Soldier Spy,4.4
4,Molly,5.1
4,The Beaver,2
4,The Best Little Whorehouse in Texas,4.1
4,eXistenZ,6.2
4,Raiders of the Lost Ark,5.3
4,Home Alone 2: Lost in New York,5.8
4,Close Encounters of the Third Kind,8.9
4,Pulse,2
4,Beverly Hills Cop II,9.4
4,Bringing Down the House,6.2
4,The Silence of the Lambs,4.8
4,Wayne's World,2.9
4,Jackass 3D,8
4,Jaws 2,1.2
4,Beverly Hills Chihuahua,4.3
4,The Conjuring,7.5
4,Are We There Yet?,8.6
4,Tammy,6.7
4,School of Rock,9.5
4,Mortal Kombat,6.5
4,White Chicks,8.5
4,The Descendants,5.6
4,Holes,4
4,The Last Song,3.9
4,12 Years a Slave,8.6
4,Drumline,4.1
4,Why Did I Get Married Too?,4.6
4,Edward Scissorhands,3.5
4,Me Before You,7.3
4,Madea's Witness Protection,9.7
4,The French Connection,2
4,Date Movie,2.3
4,Return to Never Land,1.7
4,Selma,8.2
4,The Jungle Book 2,9.9
4,Boogeyman,8
4,Premonition,4.4
4,The Tigger Movie,4
4,Orphan,6.4
4,Max,3.6
4,Meet the Browns            ,1.1
4,Epic Movie,7.3
4,Conan the Barbarian,1.7
4,Spotlight,2.4
4,Lakeview Terrace,5.7
4,The Grudge 2,6.6
4,How Stella Got Her Groove Back,2.2
4,Bill & Ted's Bogus Journey,8.4
4,Man of the Year,3.1
4,The Black Hole,4.1
4,The American,2.4
4,Selena,4.5
4,Vampires Suck,3.1
4,Babel,5.6
4,This Is Where I Leave You,4.3
4,Doubt,3.2
4,Team America: World Police,5.4
4,Texas Chainsaw 3D,7.3
4,Copycat,7.7
4,Scary Movie 5,6.1
4,Paint Your Wagon,2.5
4,Milk,1.6
4,Risen,3
4,Ghost Ship,4.3
4,A Very Harold & Kumar 3D Christmas,9.1
4,Wild Things,2.1
4,The Stepfather,3.7
4,The Debt,3.8
4,High Fidelity,6.7
4,One Missed Call,2.4
4,Eye for an Eye,3.1
4,The Bank Job,5.3
4,Eternal Sunshine of the Spotless Mind,9.6
4,You Again,7.8
4,Street Kings,1.7
4,The World's End,9.9
4,Nancy Drew,3.7
4,Daybreakers,8.6
4,She's Out of My League,6.2
4,Monte Carlo,2.5
4,Stay Alive,4.1
4,Quigley Down Under,8.4
4,Alpha and Omega,1.7
4,The Covenant,3.2
4,Stick It,9
4,Shorts,5.6
4,To Die For,2.2
4,Nerve,9.1
4,Appaloosa,6.7
4,Vampires,9.3
4,Yu-Gi-Oh! Duel Monsters            ,6.7
4,Psycho,3.2
4,My Best Friend's Girl,1
4,Endless Love,1.9
4,Georgia Rule,8.1
4,Under the Rainbow,2
4,Ladyhawke,3.8
4,Simon Birch,3.7
4,Reign Over Me,2.8
4,Into the Wild,1.1
4,School for Scoundrels,2
4,Silent Hill: Revelation 3D,4.8
4,From Dusk Till Dawn,1.3
4,Pooh's Heffalump Movie,1.7
4,Home for the Holidays,5.5
4,Kung Fu Hustle,7.1
4,Fired Up            ,6.2
4,The Country Bears,6.3
4,The Kite Runner,3.8
4,21 Grams,6.7
4,Paparazzi,6.1
4,Twilight,1.1
4,A Guy Thing,2.4
4,Loser,2.9
4,Capitalism: A Love Story,1.1
4,The Greatest Story Ever Told,7.1
4,Secret in Their Eyes,8.4
4,Disaster Movie,7.3
4,Armored,9.3
4,The Man Who Knew Too Little,4.3
4,What's Your Number?,4.3
4,Lockout,4.5
4,Envy,4.3
4,Crank: High Voltage,7.3
4,Bullets Over Broadway,5.6
4,One Night with the King,6.2
4,The Quiet American,3.5
4,The Weather Man,8
4,Undisputed,3.4
4,Ghost Town,1.8
4,12 Rounds,1.7
4,Let Me In,6.5
4,3 Ninjas Kick Back,4.5
4,Be Kind Rewind,2
4,Mrs Henderson Presents,9.7
4,Triple 9,5.1
4,Deconstructing Harry,8.9
4,Three to Tango,7.2
4,Burnt,7.5
4,We're No Angels,1.8
4,Everyone Says I Love You,2
4,Death at a Funeral,9.9
4,Death Sentence,6.7
4,Everybody's Fine,6.8
4,Superbabies: Baby Geniuses 2,6.2
4,The Man,3.5
4,Code Name: The Cleaner,4.5
4,Connie and Carla,1.6
4,Sweet Charity,1.2
4,Inherent Vice,6.3
4,Doogal,1.3
4,Battle of the Year,5.2
4,Perception            ,3.8
4,An American Carol,4.8
4,Machete Kills,8.1
4,Willard,1.3
4,Strange Wilderness,6.5
4,Topsy-Turvy,2.1
4,Little Boy,9.7
4,A Dangerous Method,4.6
4,A Scanner Darkly,2.9
4,Chasing Mavericks,9.6
4,Alone in the Dark,9.4
4,Bandslam,8.5
4,Birth,7
4,A Most Violent Year,5.1
4,Passchendaele,4.6
4,Flash of Genius,4.4
4,I'm Not There.,9.2
4,The Cold Light of Day,8.7
4,The Brothers Bloom,6.4
4,Princess Mononoke,4.9
4,Bon voyage,9.3
4,Can't Stop the Music,9.4
4,The Proposition,6.1
4,Courage,6.9
4,Marci X,2.5
4,Equilibrium,5.6
4,The Children of Huang Shi,8.5
4,The Yards,2.5
4,The Oogieloves in the Big Balloon Adventure,3.3
4,By the Sea,9.9
4,Steamboy,7.9
4,The Game of Their Lives,2.5
4,All Good Things,2.6
4,Rapa Nui,4.6
5,CJ7,3.4
5,Les couloirs du temps: Les visiteurs II,6.7
5,Dylan Dog: Dead of Night,7.4
5,People I Know,2.4
5,The Doombolt Chase            ,9.8
5,The Tempest,4.4
5,Regression,3.4
5,The Touch,4.5
5,Three Kingdoms: Resurrection of the Dragon,1.9
5,Shattered,4.1
5,Zambezia,4.7
5,Ramanujan,8.4
5,Dwegons and Leprechauns,10
5,Hands of Stone,1.9
5,Survivor,8.3
5,The Frozen Ground,1.9
5,The Painted Veil,8.2
5,The Baader Meinhof Complex,6.4
5,Dances with Wolves,6.4
5,Bad Teacher,4
5,Sea of Love,9
5,A Cinderella Story,8.4
5,Scream,3.4
5,Thir13en Ghosts,2.3
5,The Shining,7.7
5,Back to the Future,4.4
5,House on Haunted Hill,6.3
5,I Can Do Bad All by Myself,4.1
5,Fight Valley,9.7
5,The Switch,4.2
5,Just Married,2.8
5,The Devil's Double,5.2
5,Thomas and the Magic Railroad,8.4
5,The Crazies,3
5,Spirited Away,5.9
5,Firestorm,3.4
5,The Bounty,5.1
5,The Book Thief,6.4
5,Sex Drive,7.8
5,Leap Year,1.8
5,The Fall of the Roman Empire,8.2
5,Take Me Home Tonight,2.4
5,The Nutcracker,2.7
5,Kansas City,5.9
5,Indignation,4.8
5,The Amityville Horror,7
5,Adaptation.,9.6
5,Land of the Dead,5.7
5,Out of Inferno,1.8
5,Fear and Loathing in Las Vegas,3.6
5,The Invention of Lying,3.9
5,Neighbors,9.7
5,The Mask,8.6
5,Big,7.8
5,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1.3
5,Legally Blonde,6.8
5,Star Trek III: The Search for Spock,5.1
5,The Exorcism of Emily Rose,2.5
5,Deuce Bigalow: Male Gigolo,2.2
5,The Family Stone,7.4
5,Barbershop 2: Back in Business,8.6
5,Bad Santa,3.4
5,Austin Powers: International Man of Mystery,8.2
5,My Big Fat Greek Wedding 2,7.1
5,Diary of a Wimpy Kid: Rodrick Rules,7.7
5,Predator,5.2
5,Amadeus,5.9
5,Prom Night,2.5
5,Mean Girls,8.1
5,Under the Tuscan Sun,3.8
5,Gosford Park,4.5
5,The O.C.            ,5.9
5,Peggy Sue Got Married,1.9
5,Birdman or (The Unexpected Virtue of Ignorance),8.8
5,Blue Jasmine,5.6
5,United 93,2.9
5,Honey,4.8
5,Glory,1.9
5,Spy Hard,8.3
5,The Fog,3
5,Soul Surfer,2
5,Catch-22,8.1
5,Observe and Report,1.6
5,Conan the Destroyer,7.1
5,Raging Bull,7.6
5,Love Happens,3.1
5,Young Sherlock Holmes,9.3
5,Fame,9.6
5,127 Hours,9.3
5,Small Time Crooks,4.5
5,Center Stage,5.8
5,Love the Coopers,1.7
5,Catch That Kid,4.1
5,Life as a House,2.9
5,Steve Jobs,7.4
5,Youth in Revolt,1.9
5,The Legend of the Lone Ranger,8.5
5,The Tailor of Panama,2.3
5,Blow Out,4.3
5,Getaway,1.2
6,The Ice Storm,4.9
6,And So It Goes,9
6,Troop Beverly Hills,1.2
6,Being Julia,9.6
6,9½ Weeks,7.3
6,Dragonslayer,7.2
6,The Last Station,6.6
6,Ed Wood,8.2
6,Labor Day,1.8
6,Mongol: The Rise of Genghis Khan,7.4
6,RocknRolla,4.1
6,Megaforce,7.2
6,Hamlet,4.3
6,Mao's Last Dancer,7.8
6,Midnight Special,5
6,Anything Else,2.4
6,The Railway Man,4.1
6,Unforgettable            ,9.2
6,The White Ribbon,8.5
6,Restoration,6.7
6,The Wraith,1.4
6,The Salton Sea,5.3
6,Metallica Through the Never,3.1
6,The Informers,3.7
6,Carlos            ,4
6,I Come with the Rain,4
6,One Man's Hero,7.8
6,Day of the Dead,4.5
6,I Am Wrath,2.6
6,Renaissance,6.9
6,Forsaken,2.1
6,Red Sonja,6
6,Red Lights,3.3
6,Superbad,1.1
6,Madea Goes to Jail,4.8
6,Wolves,2.4
6,Step Up 2: The Streets,5.2
6,Hoodwinked!,8.3
6,Hotel Rwanda,9
6,Hitman,4.3
6,Black Nativity,5.6
6,The Prince,3.5
6,City of Ghosts,4.9
6,The Others,8.7
7,Aliens,5.4
7,My Fair Lady,4.9
7,I Know What You Did Last Summer,1.1
7,Let's Be Cops,3.3
7,Sideways,3.6
7,Beerfest,4.1
7,Hero,9.5
7,Good Boy!,1.2
7,The Best Man Holiday,6.5
7,Smokin' Aces,5.3
7,Saw 3D: The Final Chapter,4.4
7,40 Days and 40 Nights,1.3
7,A Night at the Roxbury,9.6
7,Beastly,2.5
7,The Hills Have Eyes,7.7
7,Dickie Roberts: Former Child Star,8.7
7,Lottery Ticket,2.2
7,ATL,4.9
7,Pitch Perfect,7
7,Summer Catch,8.7
7,A Simple Plan,7
7,They,7.9
7,Larry the Cable Guy: Health Inspector,3.7
7,The Adventures of Elmo in Grouchland,3.8
7,Brooklyn's Finest,7.6
7,55 Days at Peking,6.3
7,Evil Dead,6.3
7,My Life in Ruins,7.3
7,American Dreamz,1.6
7,Superman IV: The Quest for Peace,3
7,How She Move,1.6
7,Running Scared,1.4
7,Bobby Jones: Stroke of Genius,8.5
7,Shanghai Surprise,9.8
7,Roar,1.2
7,Veronica Guerin,4.4
7,Escobar: Paradise Lost,6
7,Southland Tales,3.6
7,Dragon Hunters,9.6
7,Damnation Alley,5.9
7,The Apparition,2.4
7,My Girl,8.8
7,Fur: An Imaginary Portrait of Diane Arbus,2.4
7,The Illusionist,8.7
7,Wall Street,5.4
7,Sense and Sensibility,8
7,Becoming Jane,3.3
7,Sydney White,5.4
7,House of Sand and Fog,6.4
7,Dead Poets Society,4.7
7,Dumb & Dumber,1.6
7,When Harry Met Sally...,4.9
7,The Verdict,3.8
7,Road Trip,3.9
7,Varsity Blues,1.9
7,The Artist,2.3
7,The Unborn,2.1
7,Moonrise Kingdom,3.4
7,The Texas Chainsaw Massacre: The Beginning,9.5
7,The Young Messiah,2.9
7,The Master of Disguise,1.7
7,Pan's Labyrinth,4.1
7,The Messengers            ,5.4
7,See Spot Run,6.8
7,Baby Boy,4.9
7,The Roommate,5
7,Joe Dirt,1.5
7,Double Impact,9.7
7,Hot Fuzz,9.7
7,The Women,2.9
7,Vicky Cristina Barcelona,7.2
7,Arn: The Knight Templar,6
7,Bad Moms,1.5
7,Boys and Girls,5.7
7,White Oleander,1.8
7,Jennifer's Body,6.4
7,Drowning Mona,5.5
7,Radio Days,5
7,Left Behind,10
7,Remember Me,8.4
7,How to Deal,8.9
7,My Stepmother Is an Alien,1.7
7,Philadelphia,4
7,The Thirteenth Floor,2.9
7,The Cookout,4.7
7,Meteor,2
7,Duets,3
7,Hollywood Ending,1.1
8,Detroit Rock City,6.7
8,Highlander,4.9
8,Things We Lost in the Fire,1.7
8,Steel,8.4
8,The Immigrant,9.9
8,The White Countess,6.1
8,Trance,2
8,Soul Plane,8.9
8,Welcome to the Sticks,3.2
8,Good,7.8
8,Enter the Void,1
8,Vamps,1.7
8,Hachi: A Dog's Tale,8.4
8,Zulu,9.8
8,The Homesman,1.7
8,Juwanna Mann,3.8
8,Lilyhammer            ,8.6
8,Ararat,4.4
8,Madison,4
8,Slow Burn,3.9
8,Wasabi,2.1
8,Slither,4
8,Beverly Hills Cop,2.1
8,Home Alone,8.2
8,3 Men and a Baby,7.7
8,Tootsie,6.2
8,Top Gun,9
8,American Beauty,4.2
8,The King's Speech,8.9
8,Twins,3.4
8,Scream: The TV Series            ,8.4
8,The Yellow Handkerchief,2.9
8,The Color Purple,5.7
8,Tidal Wave,8.4
8,The Imitation Game,5
8,Private Benjamin,10
8,Coal Miner's Daughter,6
8,Diary of a Wimpy Kid,1.9
8,Mama,4.8
8,National Lampoon's Vacation,4
8,Bad Grandpa,9.3
8,The Queen,9
8,Beetlejuice,3.7
8,Why Did I Get Married?,6.4
8,Little Women,9.3
8,The Woman in Black,7.1
8,When a Stranger Calls,6.7
8,Big Fat Liar,2.6
8,The Deer Hunter,6
8,Wag the Dog,8.6
8,The Lizzie McGuire Movie,8.7
8,Krampus,1.6
8,The Faculty,4.5
8,What's Love Got to Do with It,5.9
8,Cop Land,6.2
8,Not Another Teen Movie,3.5
8,End of Watch,1.8
8,The Skulls,7.1
8,The Theory of Everything,6.7
8,Malibu's Most Wanted,7.3
8,Where the Heart Is,3.8
8,Lawrence of Arabia,7.8
8,Wild,6.1
8,The Last House on the Left,9
8,The Wedding Date,3.9
8,Halloween: Resurrection,2.5
8,The Princess Bride,5.4
8,The Great Debaters,6.3
8,Drive,1.3
8,Confessions of a Teenage Drama Queen,9.9
8,The Object of My Affection,1.8
8,28 Weeks Later,9.7
8,When the Game Stands Tall,1.1
8,Because of Winn-Dixie,8.8
8,Love & Basketball,3.7
8,Grosse Pointe Blank,2.5
8,All About Steve,3.4
8,Book of Shadows: Blair Witch 2,7.4
8,The Craft,4.8
8,Match Point,4
8,Ramona and Beezus,3.2
8,The Remains of the Day,6.8
8,Boogie Nights,6.2
8,Nowhere to Run,5.1
8,Flicka,1.5
8,The Hills Have Eyes II,2.4
8,Urban Legends: Final Cut,7.8
8,Tuck Everlasting,4.8
8,The Marine,1.7
8,Keanu,9.2
8,Country Strong,8.8
8,Disturbing Behavior,9.5
8,The Place Beyond the Pines,5
8,The November Man,4
8,Eye of the Beholder,6.3
8,The Hurt Locker,1.9
8,Firestarter,1.2
8,Killing Them Softly,6.2
8,A Most Wanted Man,7.8
8,Freddy Got Fingered,6.9
8,The Pirates Who Don't Do Anything: A VeggieTales Movie,7.8
8,U2 3D,5.4
8,Highlander: Endgame,4
8,Idlewild,1.6
8,One Day,2.3
8,Whip It,8
8,Knockaround Guys,4.8
8,Confidence,5
8,The Muse,6.8
8,De-Lovely,7.8
8,New York Stories,1.6
8,Barney's Great Adventure,1.3
8,The Man with the Iron Fists,1.4
8,Home Fries,7.3
8,Here on Earth,7.7
8,Brazil,2.1
9,Raise Your Voice,3.2
9,The Dead Zone            ,6.7
9,The Big Lebowski,8.5
9,Black Snake Moan,2.1
9,Dark Blue,3.8
9,A Mighty Heart,2.8
9,Whatever It Takes,4.8
9,Boat Trip,4
9,The Importance of Being Earnest,2.9
9,The Love Letter,5.7
9,Hoot,6.6
9,In Bruges,6.9
9,Peeples,4.2
9,The Rocker,2.4
9,Post Grad,1.2
9,Promised Land,7.6
9,Whatever Works,5.8
9,The In Crowd,6.3
9,Three Burials,1.8
9,Jakob the Liar,6.4
9,Kiss Kiss Bang Bang,9.8
9,Idle Hands,5.5
9,Mulholland Drive,8.3
9,Blood and Chocolate,2.3
9,You Will Meet a Tall Dark Stranger,4.7
9,Never Let Me Go,7.9
9,The Company            ,3.3
9,Transsiberian,2.2
9,The Clan of the Cave Bear,8.9
9,Crazy in Alabama,9.2
9,Funny Games,5.5
9,Listening,7.1
9,Felicia's Journey,2.4
9,Metropolis,5.1
9,District B13,8
9,Things to Do in Denver When You're Dead,7.1
9,The Assassin,8.1
9,Buffalo Soldiers,8.7
9,The Return,4.4
9,Ong-bak 2,8.1
9,Centurion,4.1
9,Silent Trigger,7.9
9,The Midnight Meat Train,5.4
9,Winnie Mandela,3.4
9,The Son of No One,2.7
10,All the Queen's Men,9.4
10,The Good Night,1.1
10,Bathory: Countess of Blood,6.2
10,Khumba,4.3
10,Automata,4.4
10,Dungeons & Dragons: Wrath of the Dragon God,4.6
10,Chiamatemi Francesco - Il Papa della gente,5.5
10,Shinjuku Incident,6.2
10,Pandaemonium,7.7
10,Groundhog Day,1.3
10,Magic Mike XXL,1.7
10,Romeo + Juliet,5.6
10,Sarah's Key,6
10,Freedom,3.5
10,Unforgiven,2.7
10,Manderlay,3.2
10,Slumdog Millionaire,4.8
10,Fatal Attraction,8.2
10,Pretty Woman,6.7
10,Towering Inferno            ,2.2
10,Crocodile Dundee II,1.2
10,Broken Horses,2.2
10,Born on the Fourth of July,6.1
10,Cool Runnings,4.5
10,My Bloody Valentine,9.2
10,Stomp the Yard,7.7
10,The Spy Who Loved Me,5.9
10,Ghost Hunters            ,5.3
10,Urban Legend,9.4
10,Good Deeds,9
10,White Fang,6.9
10,Superstar,2.9
10,The Iron Lady,8.3
10,Jonah: A VeggieTales Movie,5.4
10,Poetic Justice,8.6
10,All About the Benjamins,1.5
10,Vampire in Brooklyn,2.5
10,Exorcist II: The Heretic,3.3
10,An American Haunting,1.1
10,My Boss's Daughter,6.8
10,A Perfect Getaway,5.2
10,Our Family Wedding,2.6
10,Dead Man on Campus,5.3
10,Tea with Mussolini,4.2
10,Thinner,7.9
10,Crooklyn,3.8
11,I Think I Love My Wife,7.6
11,Jason X,4.6
11,Bobby,3.3
11,Head Over Heels,2.1
11,Fun Size,6.8
11,The Diving Bell and the Butterfly,9.9
11,Little Children,3.9
11,Gossip,3.6
11,A Walk on the Moon,3.3
11,Catch a Fire,6.3
11,Soul Survivors,6
11,Jefferson in Paris,5.6
11,Easy Virtue,7.4
11,Caravans,8.5
11,Mr. Turner,1.5
11,Wild Grass,7.4
11,Amen.,8.2
11,Reign of Assassins,8.7
11,The Lucky Ones,6.1
11,Margaret,1.2
11,Stan Helsing,1
11,Flipped,9.1
11,Brokeback Mountain,1.8
11,Clueless,3.2
11,Far from Heaven,4.4
11,Hot Tub Time Machine 2,2.6
11,Quills,7.7
11,Seven Psychopaths,3.2
11,The Caveman's Valentine,6.8
11,The Border            ,8.2
11,Downfall,7.2
11,The Sea Inside,2.4
11,Under the Skin,1
11,The Last Godfather,3
11,Justin Bieber: Never Say Never,9.5
11,Black Swan,4.6
11,The Godfather: Part II,1.5
11,Save the Last Dance,9.8
12,A Nightmare on Elm Street 4: The Dream Master,8.1
12,Miracles from Heaven,4.2
12,Young Guns,4.1
12,St. Vincent,1.7
12,About Last Night,2.9
12,10 Things I Hate About You,1.4
12,The New Guy,4
12,Loaded Weapon 1,1.4
12,The Shallows,3.1
12,The Butterfly Effect,1.3
12,Snow Day,9.7
12,This Christmas,4.5
12,Baby Geniuses,4.8
12,The Big Hit,5.3
12,Harriet the Spy,5
12,Child's Play 2,9.7
12,No Good Deed,3.2
12,The Mist,6.2
12,Ex Machina,3
12,Being John Malkovich,5.3
12,Two Can Play That Game,4
12,Earth to Echo,9.3
12,Crazy/Beautiful,2.6
12,Letters from Iwo Jima,5.7
12,The Astronaut Farmer,3.9
12,Woo,5.2
12,Room,5.1
12,Dirty Work,3.6
12,Serial Mom,7.4
12,Dick,6
12,Del 1 - Man som hatar kvinnor            ,1.5
12,Light It Up,1.2
12,54,1.1
12,Bubble Boy,4.9
12,Birthday Girl,7.5
12,21 & Over,8.2
12,Resurrecting the Champ,9
12,Admission,7.1
12,The Widow of Saint-Pierre,8.6
12,Chloe,6.2
12,Faithful,1
12,Find Me Guilty,1.5
12,The Perks of Being a Wallflower,5.1
12,Excessive Force,4.7
12,Infamous,8.4
12,The Vatican Tapes,4.3
12,Attack the Block,7.1
12,In the Land of Blood and Honey,5.6
12,The Call,3.9
12,Operation Chromite,8.6
12,The Crocodile Hunter: Collision Course,6.4
12,I Love You Phillip Morris,3.4
12,Quest for Fire,7.5
12,Antwone Fisher,4.5
12,The Emperor's Club,7.1
12,True Romance,8.5
12,Womb,4.3
12,Glengarry Glen Ross,9.4
12,The Killer Inside Me,7.8
12,Cat People,3.5
12,Sorority Row,7.6
13,The Prisoner of Zenda,2.1
13,Lars and the Real Girl,3.1
13,The Boy in the Striped Pajamas,8.7
13,Dancer in the Dark,7.6
13,Oscar and Lucinda,3.5
13,The Funeral,8.8
13,Solitary Man,8.5
13,Machete,5.2
13,Casino Jack,2
13,The Land Before Time,9.2
13,Tae Guk Gi: The Brotherhood of War,7.3
13,The Perfect Game,7.1
13,The Exorcist,4.2
13,Jaws,9.2
13,American Pie,7.6
13,Ernest & Celestine,9.4
13,The Golden Child,7.5
13,Think Like a Man,5.7
13,Barbershop,9.8
13,Star Trek II: The Wrath of Khan,6.9
13,Ace Ventura: Pet Detective,7.1
13,WarGames,4.7
13,Witness,6.3
13,Act of Valor,5.5
13,Step Up,3.1
13,Beavis and Butt-Head Do America,1.6
13,Jackie Brown,1.1
13,Harold & Kumar Escape from Guantanamo Bay,7.7
13,Chronicle,4.7
13,Yentl,5.1
13,Time Bandits,6.9
13,Project X,5.1
13,Patton,3.3
13,One Hour Photo,1.2
13,Quarantine,1.2
13,The Eye,4
13,Johnson Family Vacation,6.4
13,How High,3.8
13,The Muppet Christmas Carol,9.4
13,Frida,10
13,Katy Perry: Part of Me,2.8
13,The Fault in Our Stars,8.8
13,Rounders,6.8
13,Top Five,9.1
13,Prophecy,1.9
13,Stir of Echoes,7.2
13,Spartacus: War of the Damned            ,3.3
13,Philomena,4.7
13,The Upside of Anger,4.2
13,The Boys from Brazil,7.2
13,Aquamarine,8.8
13,Paper Towns,1.1
13,My Baby's Daddy,3.7
14,Nebraska,2.8
14,Tales from the Crypt: Demon Knight,5
14,Max Keeble's Big Move,1.1
14,Young Adult,5
14,Crank,5.8
14,How to Be a Player,2.8
14,Living Out Loud,7.2
14,Just Wright,7.1
14,Rachel Getting Married,7.2
14,The Postman Always Rings Twice,1.1
14,Girl with a Pearl Earring,6.1
14,Das Boot,8.5
14,The Alamo,4.6
14,Sorority Boys,7.4
14,About Time,3.7
14,House of Flying Daggers,5
14,Arbitrage,2.4
14,Project Almanac,3
14,Cadillac Records,3.1
14,Screwed,9.7
15,Fortress,3.8
15,For Your Consideration,8.4
15,Celebrity,5.4
15,Running with Scissors,4.5
15,From Justin to Kelly,4.8
15,Girl 6,9.9
15,In the Cut,5.9
15,Two Lovers,9.2
15,Last Orders,9.3
15,The Host,6.1
15,The Pursuit of D.B. Cooper,6.6
15,Ravenous,7.6
15,Charlie Bartlett,9.4
15,The Great Beauty,9.4
15,The Dangerous Lives of Altar Boys,3.2
15,Stoker,3.1
15,2046,9.7
15,Married Life,8.6
15,Duma,5.5
15,Ondine,8
15,Brother,7.5
